"Brand.Name","Generic.Name","Drug.Uses","key","Med_Cat","Med_Sub_Cat","Term_Matched"
"RANITIDINE HCL","RANITIDINE HCL","Ranitidine is used to treat ulcers of the stomach and intestines and prevent them from coming back after they have healed. This medication is also used to treat certain stomach and throat (esophagus) problems (such as erosive esophagitis, gastroesophageal reflux disease-GERD, Zollinger-Ellison syndrome). It works by decreasing the amount of acid your stomach makes. It relieves symptoms such as cough that doesn't go away, stomach pain, heartburn, and difficulty swallowing. Ranitidine belongs to a class of drugs known as H2 blockers. This medication is also available without a prescription. It is used to prevent and treat heartburn and other symptoms caused by too much acid in the stomach (acid indigestion). If you are taking this medication for self-treatment, it is important to read the manufacturer's package instructions carefully so you know when to consult your doctor or pharmacist.","RANITIDINE HCL_RANITIDINE HCL","Gastroenterology","Inflammatory_Bowel","ulcer"
"RANOLAZINE ER","RANOLAZINE","Ranolazine is used to treat a certain type of chest pain (chronic stable angina). It decreases the number of times you may get chest pain. Relieving symptoms of angina can increase your ability to exercise and perform strenuous work. Ranolazine works differently than other drugs for angina, so it can be used with your other angina medications (including nitrates, calcium channel blockers such as amlodipine, beta blockers such as metoprolol). It is thought to work by improving how well the heart uses oxygen so that it can do more work with less oxygen.","RANOLAZINE ER_RANOLAZINE","Cardiology","Vascular_Heart_Disease","heart"
"RAPAFLO","SILODOSIN","Silodosin is used by men to treat the symptoms of an enlarged prostate (benign prostatic hyperplasia-BPH). It does not shrink the prostate, but it works by relaxing the muscles in the prostate and the bladder. This helps to relieve symptoms of BPH such as difficulty in beginning the flow of urine, weak stream, and the need to urinate often or urgently (including during the middle of the night). Silodosin belongs to a class of drugs known as alpha blockers. Do not use this medication to treat high blood pressure.","RAPAFLO_SILODOSIN","Cardiology","Hypertension","bp"
"RAPAMUNE","SIROLIMUS","Sirolimus is used with other medications to prevent rejection of a kidney transplant. This medication belongs to a class of drugs known as immunosuppressants. It works by weakening your body's defense system (immune system) to help your body accept the new organ as if it were your own. Sirolimus may also be used to treat a certain lung disease (lymphangioleiomyomatosis-LAM).","RAPAMUNE_SIROLIMUS","Pulmonology","Interstitial_Lung_Disease","lung disease"
"RASAGILINE MESYLATE","RASAGILINE MESYLATE","Rasagiline is used alone or with other medications (such as levodopa/carbidopa) to treat symptoms of Parkinson's disease. It can help improve symptoms such as shakiness, stiffness, and difficulty moving. It can also help reduce the amount of ""off"" time (periods of slow movement or stiffness). Rasagiline belongs to a class of drugs known as MAO inhibitors. It works by increasing the levels of certain natural substances in the brain (such as dopamine, norepinephrine, serotonin). Parkinson's disease is thought to be caused by too little dopamine in the brain.","RASAGILINE MESYLATE_RASAGILINE MESYLATE","Hospital_Medicine","Critical_Care","icu"
"RASUVO","METHOTREXATE/PF","Methotrexate is used to control severe psoriasis or rheumatoid arthritis that has not responded to other treatments. It may also be used to control juvenile rheumatoid arthritis. Methotrexate belongs to a class of drugs known as antimetabolites. It works by suppressing the immune system. Early treatment of rheumatoid arthritis with more aggressive therapy such as methotrexate helps to reduce further joint damage and to preserve joint function.","RASUVO_METHOTREXATE/PF","Dermatology","Inflammatory_Dermatoses","psoriasis"
"RAVICTI","GLYCEROL PHENYLBUTYRATE","This medication is used along with diet changes for long-term treatment of a certain inherited disorder (urea cycle disorder). It helps remove a certain chemical (ammonia) from the body. Too much ammonia in the body can cause brain damage and sometimes death. This medication should not be used to treat sudden, severely high levels of ammonia in the body. Get medical help right away if you have sudden symptoms of too much ammonia, such as trouble thinking, vomiting, irritability, trouble speaking, trouble walking, fainting.","RAVICTI_GLYCEROL PHENYLBUTYRATE","Otorhinolaryngology","General_ENT","ent"
"RAYA SURE PEN NEEDLE","PEN NEEDLE, DIABETIC","Diabetic Equipment","RAYA SURE PEN NEEDLE_PEN NEEDLE, DIABETIC","Endocrinology","Diabetes","diabetic"
"RAYALDEE","CALCIFEDIOL","This medication is used to treat people with serious kidney disease whose bodies make too much of a certain natural substance (parathyroid hormone-PTH). High amounts of PTH can affect other minerals in the body (such as calcium, phosphorus) that are needed for strong bones. Calcifediol belongs to a class of drugs known as vitamin D analogs. It works by decreasing PTH and increasing calcium and phosphorus in the body.","RAYALDEE_CALCIFEDIOL","Endocrinology","Thyroid","thyroid"
"RAYOS","PREDNISONE","Prednisone is used to treat conditions such as arthritis, blood disorders, breathing problems, severe allergies, skin diseases, cancer, eye problems, and immune system disorders. Prednisone belongs to a class of drugs known as corticosteroids. It changes how your body responds to different medical conditions to lessen symptoms such as swelling and allergic-type reactions.","RAYOS_PREDNISONE","Orthopedics","Arthritis","arthritis"
"RAZADYNE ER","GALANTAMINE HBR","Galantamine is used to treat mild to moderate confusion (dementia) related to Alzheimer's disease. It does not cure Alzheimer's disease, but it may improve memory, awareness, and the ability to perform daily functions. This medication works by restoring the balance of certain natural substances (neurotransmitters) in the brain.","RAZADYNE ER_GALANTAMINE HBR","Neurology","Cognitive_Disorders","alzheim"
"RAZADYNE","GALANTAMINE HBR","Galantamine is used to treat mild to moderate confusion (dementia) related to Alzheimer's disease. It does not cure Alzheimer's disease, but it may improve memory, awareness, and the ability to perform daily functions. This medication works by restoring the balance of certain natural substances (neurotransmitters) in the brain.","RAZADYNE_GALANTAMINE HBR","Neurology","Cognitive_Disorders","alzheim"
"REA LO 40","UREA","Urea is used to treat dry/rough skin conditions (e.g., eczema, psoriasis, corns, callus) and some nail problems (e.g., ingrown nails). It may also be used to help remove dead tissue in some wounds to help wound healing. Urea is known as a keratolytic. It increases moisture in the skin by softening/dissolving the horny substance (keratin) holding the top layer of skin cells together. This effect helps the dead skin cells fall off and helps the skin keep more water in.","REA LO 40_UREA","Dermatology","Inflammatory_Dermatoses","psoriasis"
"REBIF REBIDOSE","INTERFERON BETA-1A/ALBUMIN","This medication is used to treat multiple sclerosis (MS). Interferon is not a cure for MS, but it may help to slow disease worsening and decrease flare-ups of symptoms (such as balance problems, numbness, or weakness).","REBIF REBIDOSE_INTERFERON BETA-1A/ALBUMIN","Neurology","Demyelinating_Disease","multiple sclerosis"
"REBIF","INTERFERON BETA-1A/ALBUMIN","This medication is used to treat multiple sclerosis (MS). Interferon is not a cure for MS, but it may help to slow disease worsening and decrease flare-ups of symptoms (such as balance problems, numbness, or weakness).","REBIF_INTERFERON BETA-1A/ALBUMIN","Neurology","Demyelinating_Disease","multiple sclerosis"
"REBLOZYL","LUSPATERCEPT-AAMT","This medication is used to treat anemia caused by certain blood and bone marrow disorders (such as beta thalassemia, certain myelodysplastic syndromes including MDS-RS and MDS/MPN-RS-T). In these conditions, your body does not make enough healthy red blood cells. This medication is thought to work by increasing your body's production of healthy red blood cells and hemoglobin. This effect may lessen your symptoms caused by anemia and decrease your need for regular blood transfusions.","REBLOZYL_LUSPATERCEPT-AAMT","Hematology","Anemia","anemia"
"REBYOTA","FECAL MICROBIOTA, LIVE-JSLM","This product is used to help prevent another return of a certain infection (C. difficile-CDI) in the intestines after completing antibiotics for a return of the infection. This product is made from human stool from screened donors. It is thought to work by giving healthy bacteria to you. Treatment can decrease symptoms of CDI such as diarrhea, nausea, loss of appetite, and stomach tenderness or pain. This product is not used for treatment of CDI. This information does not contain any assurances that this product is safe, effective or appropriate for you.","REBYOTA_FECAL MICROBIOTA, LIVE-JSLM","Infectious_Disease","General_Infection","antibiotic"
"RECARBRIO","IMIPENEM/CILASTATIN/RELEBACTAM","This medication is used to treat certain serious bacterial infections (such as pneumonia, urinary tract or intra-abdominal infections). This medication is known as a carbapenem-type antibiotic. It works by stopping the growth of bacteria.","RECARBRIO_IMIPENEM/CILASTATIN/RELEBACTAM","Infectious_Disease","General_Infection","bacterial"
"RECLAST","ZOLEDRONIC ACID/MANNITOL-WATER","This medication is used to treat a certain type of bone disease (Paget's disease) that causes abnormal and weak bones. Zoledronic acid is also used to treat bone loss (osteoporosis) in men and in women after menopause. It may also be used to treat or prevent osteoporosis in people who are taking corticosteroid medications (such as prednisone) for long periods. It works by slowing the breakdown of bone and keeping bones strong. It also helps to reduce the risk of broken bones (fractures). This medication belongs to a class of drugs known as bisphosphonates. Another zoledronic acid product is used to treat bone problems that may occur with cancer. The 2 products should not be used together.","RECLAST_ZOLEDRONIC ACID/MANNITOL-WATER","Orthopedics","Musculoskeletal","bone"
